objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll185,oocihm.lac_reel_c4715.1339.jpg,,,"Dr. Barnardo's Canadian Distributing Homes, Ontario, Letter 206466, p. 2","Dr. Barnardo's Homes; Pedley, Frank, Superintendent of Immigration",1902-05-12,"Letter describing number of children brought to Canada in 1901, a discussion of their character, and the general process and objectives of the immigration scheme; Includes form templates; The letter is typed with handwritten notes and corrections.",Dr. Barnardo's Homes; boys' home; statistics; governance; Alfred B. Owen ,"Ottawa, Canada",45.424721,-75.695,"Barnardo Homes, Letter, May 12, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1339,Image; Letter,image/jpeg,eng,Public domain,CC-BY-4.173
coll186,oocihm.lac_reel_c4715.1340.jpg,,,"Dr. Barnardo's Canadian Distributing Homes, Ontario, Letter 206466, p. 3","Dr. Barnardo's Homes; Pedley, Frank, Superintendent of Immigration",1902-05-12,"Letter describing number of children brought to Canada in 1901, a discussion of their character, and the general process and objectives of the immigration scheme; Includes form templates; The letter is typed with handwritten notes and corrections.",Dr. Barnardo's Homes; boys' home; applications; governance; Alfred B. Owen ,"Ottawa, Canada",45.424721,-75.695,"Barnardo Homes, Letter, May 12, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1340,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.174
coll187,oocihm.lac_reel_c4715.1341.jpg,,,"Dr. Barnardo's Canadian Distributing Homes, Ontario, Letter 206466, p. 4","Dr. Barnardo's Homes; Pedley, Frank, Superintendent of Immigration",1902-05-12,"Letter describing number of children brought to Canada in 1901, a discussion of their character, and the general process and objectives of the immigration scheme; Includes form templates; The letter is typed with handwritten notes and corrections.",Dr. Barnardo's Homes; boys' home; applications; governance; Alfred B. Owen ,"Ottawa, Canada",45.424721,-75.695,"Barnardo Homes, Letter, May 12, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1341,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.175
coll188,oocihm.lac_reel_c4715.1342.jpg,,,"Dr. Barnardo's Canadian Distributing Homes, Ontario, Letter 206466, p. 5","Dr. Barnardo's Homes; Pedley, Frank, Superintendent of Immigration",1902-05-12,"Letter describing number of children brought to Canada in 1901, a discussion of their character, and the general process and objectives of the immigration scheme; Includes form templates; The letter is typed with handwritten notes and corrections.",Dr. Barnardo's Homes; boys' home; statistics; governance; Alfred B. Owen ,"Ottawa, Canada",45.424721,-75.695,"Barnardo Homes, Letter, May 12, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1342,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.176
coll189,oocihm.lac_reel_c4715.1343.jpg,,,"Dr. Barnardo's Canadian Distributing Homes, Ontario, Letter 206466, p. 6","Dr. Barnardo's Homes; Pedley, Frank, Superintendent of Immigration",1902-05-12,This last page of the letter describes an inspection fo the girls' home Hazel Brae in Peterborough; The letter is typed but blurry.,Dr. Barnardo's Homes; girls' home; Hazel Brae; inspection; Alfred B. Owen ,"Ottawa, Canada",45.424721,-75.695,"Barnardo Homes, Letter, May 12, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1343,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.177
coll190,oocihm.lac_reel_c4715.1344.jpg,,,"Table of Workhouse Boys in First Party 1902, 201524, p. 1",Dr. Barnardo's Homes,1902-04-16,"A handwritten table listing the names of boys, their ages, their originating workhouse, and the names and locations of their placements for April 1902. The placements are widely spread over southern and eastern Ontario.",child identification; child origins; placements; Whitechapel Union; Edmonton Union; Lambeth Union; Middlebrough Union,Unknown,,,"Unknown. Table of Workhouse Boys in First Party 1902, 201524, Apr. 16, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1344,Image; Handwritten; Placement list,image/jpeg,eng,Public domain,CC-BY-4.178
coll191,oocihm.lac_reel_c4715.1345.jpg,,,"Table of Workhouse Boys in First Party 1902, 201524, p. 1",Dr. Barnardo's Homes,1902-04-16,"A handwritten table listing the names of boys, their ages, their originating workhouse, and the names and locations of their placements for April 1902. The placements are widely spread over southern and eastern Ontario.",child identification; child origins; placements; Whitechapel Union; Edmonton Union; Lambeth Union; Middlebrough Union,Unknown,,,"Unknown. Table of Workhouse Boys in First Party 1902, 201524, Apr. 16, 1902. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1345,Image; Handwritten; Placement list,image/jpeg,eng,Public domain,CC-BY-4.179
coll192,oocihm.lac_reel_c4715.1346.jpg,,,"List of Immigrant Children, 171387","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1901-09-27,"List of 2 Barnardo Home Children sent to Toronto, Peterborough, Winnepeg, or Russell, MB (form lists four destinations, but only two children). The names and birth years are typed, and a third name is crossed out, with a marginal note N. O. B. (presumed to mean ""not on board""). Both boys originated from the Lambeth Union workhouse, via the Stepney Boys' Home.  A handwritten certification is added below.",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Tunisian; Lambeth Union; Stepney Boys' Home,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Sep. 27, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1346,Image; Ship manifest; Typed; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.180
coll193,oocihm.lac_reel_c4715.1347.jpg,,,"Letter to the Secretary of the Department of the Interior from Alfred B. Owen, Oct. 4, 1901","Dr. Barnardo's Homes; Owen, Alfred B.",1901-08-05,"Typed letter to the Secretary of the Department of the Interior from Alfred B Owen on behalf of Dr. Barnardo's Homes, clarifying that there were 889 children brough to Canada July 1, 1900 - June 30, 1901, all of whom were placed out, while in that time they received 4415 applications for children.",Dr. Barnardo's Homes; Statistics; applications; ,"Toronto, Canada",43.646305,-79.405358,"Barnardo Homes. Letter to the Secretary of the Department of the Interior, Oct. 4, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1347,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.181
coll194,oocihm.lac_reel_c4715.1348.jpg,,,"List of Immigrant Children, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1901-08-02,"List of 2 Barnardo Home Children sent to Toronto, Peterborough, Winnepeg, or Russell, MB (form lists four destinations, but only two children). The form is filled in by hand and lists the date of birth for one girl and the age for another. The girls originated in the Whitechapel Union and Chertsey Union workhouses respectively.",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Parisian; Chertsey Union; Whitechapel Union; Village Home,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Aug. 2, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1348,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.182
coll195,oocihm.lac_reel_c4715.1349.jpg,,,"List of Immigrant Children, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1901-08-02,"List of 2 Barnardo Home Children sent to Toronto, Peterborough, Winnepeg, or Russell, MB (form lists four destinations, but only two children). The form is filled in by hand and lists the date of birth for one girl and the age for another. The girls originated in the Whitechapel Union and Chertsey Union workhouses respectively.",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Parisian; Chertsey Union; Whitechapel Union; Village Home,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Aug. 2, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1349,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.183
coll196,oocihm.lac_reel_c4715.1350.jpg,,,"List of Immigrant Children, 164368, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1901-08-07,"List of 65 Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, and Russell, MB (note, the form says Barnardo, MB, which is presumed to refer to the Barnardo Industrial Farm in Russell, MB). The list of names and birth years is typed, with boys sent from the Stepney Boys' Home and Leopold House, originating in the Whitney Union, Camberwell Union S.E., Richmond Union, Eastbourne Union, Chertsey Union, Middlesbrough Union, Whitechapel Union, Fareham Union, Eton Union, Cannock Union, Stourbridge Union, and Lambeth Union workhouses.  Handwritten marginalia notes the certification that usually appears on a separate sheet.",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS  Numidian; Whitney Union; Camberwell Union; Richmond Union; Eastbourne Union; Chertsey Union; Middlesbrough Union; Whitechapel Union; Fareham Union; Eton Union; Cannock Union; Stourbridge Union; Lambeth Union; Leopold House; Stepney Boys' Home,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Aug. 7, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1350,Image; Ship manifest; Typed; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.184
coll197,oocihm.lac_reel_c4715.1351.jpg,,,"List of Immigrant Children, 164368, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1901-08-07,"List of 65 Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, and Russell, MB (note, the form says Barnardo, MB, which is presumed to refer to the Barnardo Industrial Farm in Russell, MB). The list of names and birth years is typed, with boys sent from the Stepney Boys' Home and Leopold Hous, originating in the Whitney Union, Camberwell Union S.E., Richmond Union, Eastbourne Union, Chertsey Union, Middlesbrough Union, Whitechapel Union, Fareham Union, Eton Union, Cannock Union, Stourbridge Union, and Lambeth Union workhouses.  Handwritten marginalia notes the certification that usually appears on a separate sheet.",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS  Numidian; Whitney Union; Camberwell Union; Richmond Union; Eastbourne Union; Chertsey Union; Middlesbrough Union; Whitechapel Union; Fareham Union; Eton Union; Cannock Union; Stourbridge Union; Lambeth Union; Leopold House; Stepney Boys' Home,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Aug. 7, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1351,Image; Ship manifest; Typed; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.185
coll198,oocihm.lac_reel_c4715.1352.jpg,,,"List of Immigrant Children, 162126, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1902-07-02,"List of three Barnardo Home Children sent to Toronto, Peterborough, Winnepeg, and Russell, MB. The form is filled in by hand with a marginal note explaining that two of the girls and their brother on another form were to be met by their mother in Toronto and take to reside with her in Chicago. The girls came from the Girls' Village Home, and originated in Lichfield Union and Loughborough Union workhouses. ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Tunisian; family reunification; Lichfield Union; Loughborough Union; Village Home,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, July 2, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1352,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.186
coll199,oocihm.lac_reel_c4715.1353.jpg,,,"List of Immigrant Children, 162126, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1902-07-02,"List of three Barnardo Home Children sent to Toronto, Peterborough, Winnepeg, and Russell, MB. The form is filled in by hand with a marginal note explaining that two of the girls and their brother on another form were to be met by their mother in Toronto and take to reside with her in Chicago. The girls came from the Girls' Village Home, and originated in Lichfield Union and Loughborough Union workhouses. ",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Tunisian; family reunification; Lichfield Union; Loughborough Union; Village Home,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, July 2, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1353,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.187
coll200,oocihm.lac_reel_c4715.1354.jpg,,,"Letter from Alfred B. Owen to the Superintendent of Immigration, p. 1","Owen, Alfred B.",1901-06-29,"Annual report of the total of immigrants brought to Canada by Dr. Barnardo's Homes from July 1, 1900 - June 30, 1901 as 579 boys and 310 girls. The letter is typed and legibile. The letter celebrates the total and anticipates the total for the coming year will be at least 1000, and states that they have had excellent reports of the children placed thus far. It notes continued demand for children in the surrounding areas, and that they continue to restrict placements generally to farms. It describes the operation of inspections, visits, and documentation, and notes that many have used their savings to bring relatives over. ",Dr. Barnardo's Homes; Statistics; Inspection,"Toronto, Canada",43.646305,-79.405358,"Owen, Alfred B. Letter to the Superintendent of Immigration, June. 29, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1354,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.188
coll201,oocihm.lac_reel_c4715.1355.jpg,,,"Letter from Alfred B. Owen to the Superintendent of Immigration, p. 2","Owen, Alfred B.",1901-06-29,"Annual report of the total of immigrants brought to Canada by Dr. Barnardo's Homes from July 1, 1900 - June 30, 1901 as 579 boys and 310 girls. The letter is typed and legibile. The letter celebrates the total and anticipates the total for the coming year will be at least 1000, and states that they have had excellent reports of the children placed thus far. It notes continued demand for children in the surrounding areas, and that they continue to restrict placements generally to farms. It describes the operation of inspections, visits, and documentation, and notes that many have used their savings to bring relatives over. ",Dr. Barnardo's Homes; Statistics; Inspection,"Toronto, Canada",43.646305,-79.405358,"Owen, Alfred B. Letter to the Superintendent of Immigration, June. 29, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1355,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.189
coll202,oocihm.lac_reel_c4715.1356.jpg,,,"Letter from Alfred B. Owen to the Superintendent of Immigration, p. 3","Owen, Alfred B.",1901-06-29,"Annual report of the total of immigrants brought to Canada by Dr. Barnardo's Homes from July 1, 1900 - June 30, 1901 as 579 boys and 310 girls. The letter is typed and legibile. The letter celebrates the total and anticipates the total for the coming year will be at least 1000, and states that they have had excellent reports of the children placed thus far. It notes continued demand for children in the surrounding areas, and that they continue to restrict placements generally to farms. It describes the operation of inspections, visits, and documentation, and notes that many have used their savings to bring relatives over. ",Dr. Barnardo's Homes; Statistics; Inspection,"Toronto, Canada",43.646305,-79.405358,"Owen, Alfred B. Letter to the Superintendent of Immigration, June. 29, 1901. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1356,Image; Letter; Typed,image/jpeg,eng,Public domain,CC-BY-4.190
coll203,oocihm.lac_reel_c4715.1357.jpg,,,"List of Immigrant Children, p. 1 ","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1900-10-06,"List of 53 Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, and Russell, MB, arriving on the SS Tunisian. The form is partially hand-filled, but the list of boys' names is typed with year of birth, and listing origins in the Chelsea Union, Lambeth Union, and Edmonton Union workhouses. Departure homes are Boys' Home, Stepney, and Leopold House. Legibility is difficult due to transfer from reverse side.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Tunisian; Chelsea Union; Lambeth Union; Edmonton Union ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Oct. 6, 1900. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1357,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.191
coll204,oocihm.lac_reel_c4715.1358.jpg,,,"List of Immigrant Children, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1900-10-06,"List of 53 Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, and Russell, MB, arriving on the SS Tunisian. The form is partially hand-filled, but the list of boys' names is typed with year of birth, and listing origins in the Chelsea Union, Lambeth Union, and Edmonton Union workhouses. Departure homes are Boys' Home, Stepney, and Leopold House. Legibility is difficult due to transfer from reverse side.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Tunisian; Chelsea Union; Lambeth Union; Edmonton Union ,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Oct. 6, 1900. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1358,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.192
coll205,oocihm.lac_reel_c4715.1359.jpg,,,Vaccination Certification,Dr. Barnardo's Homes; ,1900-09-24,Doctor's note certifying that girls on an attached list (probably objectID coll206) have been certified as fit for travel and vaccinated.,Dr. Barnardo’s Homes; Inspection,"Barkingside, England",51.585833,0.084444,"Barnardo Homes. Form B, Oct. 6, 1900. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1359,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.193
coll206,oocihm.lac_reel_c4715.1360.jpg,,,"List of Immigrant Children, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.",1900-10-06,"List of 12 Barnardo Home Children sent to Toronto, Peterborough, Winnipeg, and Russell, MB, arriving on the SS Tunisian. The form has been filled in by hand, most names are legible. It lists girls' names and ages with origins in Lambeth Union and Edmonton Union Workhouses.",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Tunisian; Lambeth Union; Edmonton Union,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, Oct. 6, 1900. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1360,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.194
